x,y,z
-15.033067395203554,-16.707263202822485,-112996.38492526909
-8.83265283955442,-8.007623015115435,-13313.517843090685
3.4303708583315142,2.932157294700436,-226.80713276248932
18.78382993278698,18.472844954484128,150661.7848490295
2.4412087702283998,2.439317287390396,-495.3894120270342
-19.25410842508228,-20.650728849677712,-212482.1950380962
12.025306907224653,11.16399054644861,32674.397765124733
-10.681029046359182,-10.00631752067121,-25058.57374021567
12.284207824751164,12.902746955537458,50836.27725245903
-4.485574237433131,-4.9287461681337685,-3805.954029366837
14.54167418237715,16.352209096502605,104253.88010795401
9.884865709487386,8.579138786929649,14410.13864822396
2.2496093596167555,1.904622149461776,-681.2412983082089
-14.5417909735726,-14.772630716708068,-78436.13494481493
-17.603292419511533,-20.396377419658073,-204746.88558516404
-15.146261770370506,-13.208732956754426,-56379.53038933177
-18.217924858209532,-17.851592843669472,-137646.679280871
-15.700234835756284,-16.744824217664075,-113760.62050125346
-10.971626455685811,-8.920453012828368,-18055.943865649424
8.519559215307066,9.105221215479448,17351.77652329533
2.388679282165697,2.818205422187661,-306.30399407057246
-19.497760793635365,-20.10475919183541,-196160.26229624986
