id,state,medianHouseValue,housingMedianAge,totalBedrooms,totalRooms,households,population,medianIncome
337,CA,107.6,48.0,229.0,1028.0,228.0,750.0,30298.0
338,CA,84.201,50.0,186.0,773.0,178.0,696.0,22500.0
339,CA,88.902,46.0,391.0,2105.0,354.0,1342.0,22467.0
340,CA,80.704,45.0,79.0,331.0,83.0,286.0,40469.0
341,CA,87.103,48.0,222.0,942.0,197.0,624.0,13250.0
342,CA,85.104,39.0,281.0,993.0,262.0,733.0,16196.0
343,CA,82.0,47.0,262.0,993.0,263.0,902.0,21730.999999999996
344,CA,82.803,40.0,267.0,1130.0,150.0,483.0,19167.0
345,CA,84.6,46.0,233.0,1039.0,216.0,654.0,20690.0
346,CA,82.104,39.0,216.0,1051.0,169.0,654.0,17120.0
347,CA,89.3,33.0,311.0,1283.0,287.0,999.0,25625.0
348,CA,98.304,46.0,323.0,1588.0,310.0,910.0,19821.0
349,CA,92.3,42.0,275.0,1258.0,230.0,832.0,25043.000000000004
350,CA,88.801,46.0,248.0,1218.0,254.0,765.0,23281.0
351,CA,90.002,51.0,391.0,1754.0,350.0,937.0,14375.0
352,CA,95.502,48.0,518.0,2302.0,485.0,1440.0,25122.0
353,CA,91.7,39.0,625.0,2461.0,484.0,1517.0,15625.0
354,CA,100.402,nan,211.0,1002.0,187.0,598.0,31587.0
355,CA,94.802,41.0,345.0,1686.0,345.0,950.0,18426.0
373,CA,107.904,25.0,457.0,1791.0,389.0,1140.0,25370.0
374,CA,111.101,46.0,131.0,621.0,138.0,382.0,25568.0
376,CA,118.0,49.0,277.0,1325.0,283.0,767.0,33125.0
377,CA,95.204,40.0,295.0,1228.0,262.0,931.0,18235.0
378,CA,94.304,38.0,142.0,668.0,135.0,406.0,38047.0
379,CA,92.5,37.0,285.0,1225.0,284.0,827.0,22917.0
380,CA,91.8,41.0,291.0,1379.0,261.0,835.0,24962.0
381,CA,109.404,45.0,302.0,1534.0,299.0,829.0,40416.99999999999
384,CA,98.204,48.0,226.0,824.0,166.0,533.0,26250.0
385,CA,103.101,45.0,241.0,1097.0,218.0,612.0,20227.0
502,CA,106.303,53.0,85.0,337.0,80.0,155.0,22841.0
504,CA,119.403,52.0,146.0,613.0,136.0,284.0,29018.0
540,CA,102.202,43.0,309.0,1242.0,301.0,824.0,19427.0
576,CA,100.0,nan,366.0,1157.0,329.0,587.0,31972.0
675,CA,83.303,20.0,348.0,1690.0,355.0,571.0,23868.999999999996
1023,CA,117.601,nan,284.0,1368.0,156.0,339.0,24500.0
1024,CA,97.904,16.0,469.0,2061.0,197.0,574.0,22416.999999999996
1027,CA,119.002,16.0,558.0,2948.0,468.0,1094.0,30000.0
1029,CA,99.101,18.0,477.0,2277.0,357.0,771.0,25208.0
1030,CA,108.902,19.0,357.0,1565.0,279.0,618.0,23549.000000000004
1031,CA,111.703,15.0,894.0,4403.0,435.0,1105.0,30125.0
1032,CA,68.9,35.0,256.0,1136.0,190.0,499.0,20500.0
1033,CA,96.403,27.0,195.0,1001.0,157.0,370.0,31250.0
1034,CA,116.701,14.0,340.0,1786.0,262.0,640.0,26500.0
1036,CA,97.903,27.0,300.0,1377.0,292.0,658.0,25476.0
1039,CA,107.204,18.0,237.0,1249.0,217.0,529.0,33393.0
1041,CA,113.402,nan,768.0,3999.0,701.0,1616.0,28125.0
1042,CA,99.101,30.0,657.0,3475.0,603.0,1794.0,35508.0
1043,CA,103.003,21.0,494.0,2795.0,440.0,1189.0,32589.0
1044,CA,114.203,15.0,453.0,2086.0,309.0,836.0,32937.0
1048,CA,118.502,19.0,423.0,2147.0,382.0,985.0,31750.0
1049,CA,116.701,24.0,305.0,1538.0,269.0,732.0,26078.0
1051,CA,109.901,23.0,614.0,3270.0,567.0,1256.0,27235.999999999996
1054,CA,112.601,13.0,1923.0,9834.0,1779.0,4647.0,31142.0
1055,CA,107.301,27.0,1119.0,6013.0,1153.0,2711.0,30068.0
1056,CA,117.803,16.0,1579.0,7657.0,1498.0,3631.0,30905.0
1057,CA,89.901,20.0,1177.0,5273.0,1200.0,2450.0,19362.0
1058,CA,102.303,17.0,621.0,2352.0,548.0,1217.0,23155.0
1059,CA,87.301,21.0,1786.0,7258.0,1671.0,4030.0,20094.0
1063,CA,118.3,21.0,313.0,1651.0,297.0,857.0,35046.0
1065,CA,78.102,40.0,131.0,569.0,133.0,270.0,18095.0
1066,CA,85.804,40.0,268.0,1139.0,266.0,624.0,22833.0
1067,CA,84.501,42.0,692.0,2901.0,636.0,1426.0,15633.0
1069,CA,88.901,19.0,827.0,3428.0,759.0,2473.0,9393.0
1071,CA,74.502,nan,1055.0,4363.0,1002.0,2054.0,17284.0
1072,CA,85.101,46.0,600.0,2978.0,563.0,1184.0,22621.000000000004
1075,CA,111.404,33.0,1377.0,7745.0,1368.0,3320.0,30253.0
1076,CA,97.0,41.0,373.0,2237.0,382.0,976.0,32016.0
1078,CA,116.301,12.0,1193.0,5694.0,1081.0,2891.0,30625.0
1080,CA,85.803,48.0,660.0,2923.0,629.0,1374.0,22925.0
1081,CA,94.801,56.0,152.0,680.0,154.0,382.0,16797.0
1083,CA,112.501,56.0,233.0,861.0,199.0,522.0,9870.0
1084,CA,69.001,nan,393.0,1457.0,342.0,806.0,9566.0
1085,CA,55.002,53.0,265.0,957.0,227.0,517.0,13672.0
1086,CA,77.902,54.0,402.0,1744.0,380.0,754.0,20064.000000000004
1087,CA,98.803,18.0,1562.0,7273.0,1527.0,5026.0,16911.0
1088,CA,78.702,52.0,424.0,1894.0,384.0,976.0,16827.0
1089,CA,81.302,21.0,1055.0,5051.0,983.0,2952.0,15863.0
1090,CA,60.3,37.0,518.0,2245.0,450.0,1163.0,17426.0
1091,CA,66.303,46.0,695.0,2979.0,679.0,1880.0,15064.0
1092,CA,116.7,20.0,252.0,1224.0,282.0,709.0,20288.0
1095,CA,89.603,17.0,299.0,1457.0,288.0,907.0,35735.0
1097,CA,87.501,28.0,422.0,2205.0,407.0,1112.0,28306.0
1099,CA,95.104,24.0,280.0,1539.0,276.0,728.0,23833.000000000004
1100,CA,93.804,21.0,281.0,1468.0,253.0,748.0,30625.0
1101,CA,95.302,20.0,562.0,2867.0,452.0,1207.0,27143.0
1103,CA,67.501,17.0,266.0,862.0,28.0,48.0,24028.0
1104,CA,73.001,24.0,288.0,1470.0,239.0,611.0,23036.0
1106,CA,93.2,20.0,905.0,4591.0,815.0,1908.0,22418.999999999996
1107,CA,117.902,12.0,310.0,1743.0,312.0,725.0,24537.0
1108,CA,97.2,15.0,729.0,3835.0,661.0,1457.0,25374.0
1109,CA,97.603,13.0,369.0,1958.0,355.0,877.0,23506.999999999996
1110,CA,95.304,15.0,702.0,3747.0,660.0,1535.0,23079.0
1111,CA,107.704,nan,728.0,3974.0,638.0,1612.0,26147.0
1112,CA,102.9,18.0,537.0,2674.0,533.0,1155.0,25670.0
1113,CA,88.302,nan,173.0,743.0,172.0,399.0,16250.0
1114,CA,86.503,19.0,573.0,2758.0,544.0,1067.0,14048.0
1115,CA,58.002,22.0,209.0,945.0,207.0,385.0,21838.000000000004
1116,CA,84.004,27.0,345.0,1505.0,297.0,700.0,18750.0
1117,CA,89.502,28.0,313.0,1612.0,305.0,838.0,29630.0
1118,CA,93.403,30.0,327.0,1681.0,310.0,774.0,26823.0
1119,CA,115.202,23.0,140.0,794.0,155.0,365.0,21911.999999999996
1120,CA,105.704,21.0,462.0,2225.0,440.0,955.0,20458.0
1121,CA,97.302,28.0,277.0,1536.0,273.0,666.0,23068.0
1122,CA,108.603,20.0,523.0,2638.0,467.0,1184.0,27863.000000000004
1123,CA,104.9,23.0,257.0,1387.0,235.0,561.0,20882.0
1124,CA,110.202,21.0,487.0,2491.0,456.0,1113.0,31061.0
1125,CA,103.8,22.0,332.0,1680.0,318.0,734.0,17875.0
1126,CA,80.802,22.0,209.0,909.0,213.0,484.0,22000.0
1127,CA,87.301,25.0,497.0,2267.0,456.0,1141.0,23403.0
1128,CA,85.501,25.0,557.0,2450.0,558.0,1157.0,18245.0
1129,CA,85.002,31.0,514.0,2433.0,428.0,1030.0,25428.0
1130,CA,93.503,26.0,369.0,1759.0,362.0,791.0,18125.0
1131,CA,96.701,33.0,321.0,1603.0,306.0,794.0,30000.0
1132,CA,109.7,22.0,485.0,2599.0,494.0,1154.0,28182.0
1133,CA,85.801,15.0,562.0,2066.0,530.0,935.0,17788.0
1134,CA,92.801,23.0,262.0,1173.0,261.0,523.0,10625.0
1135,CA,70.502,40.0,298.0,1297.0,258.0,573.0,18616.0
1137,CA,102.601,19.0,558.0,2749.0,516.0,1176.0,30660.0
1138,CA,101.204,20.0,659.0,3502.0,617.0,1764.0,29625.0
1141,CA,83.803,19.0,332.0,1648.0,347.0,750.0,23798.0
1142,CA,92.604,21.0,594.0,2888.0,503.0,987.0,19766.0
1143,CA,111.204,17.0,345.0,1680.0,330.0,846.0,23958.0
1144,CA,87.5,15.0,409.0,1896.0,338.0,896.0,16948.0
1145,CA,87.501,nan,334.0,1585.0,308.0,731.0,23895.0
1146,CA,94.702,24.0,612.0,2831.0,392.0,989.0,28871.000000000004
1147,CA,62.504,38.0,152.0,632.0,102.0,225.0,23684.0
1148,CA,83.304,20.0,288.0,1484.0,211.0,481.0,14896.0
1149,CA,85.704,17.0,529.0,2494.0,498.0,1231.0,23917.0
1150,CA,79.504,10.0,198.0,821.0,198.0,360.0,17708.0
1151,CA,53.602,30.0,433.0,1958.0,397.0,948.0,17308.0
1152,CA,65.2,13.0,422.0,1733.0,418.0,1861.0,15771.0
1153,CA,84.104,17.0,208.0,888.0,206.0,579.0,21467.0
1155,CA,93.803,25.0,154.0,852.0,156.0,440.0,39028.0
1156,CA,90.804,nan,326.0,1653.0,294.0,793.0,30446.0
1157,CA,91.801,17.0,244.0,1555.0,233.0,554.0,32174.0
1158,CA,97.504,19.0,638.0,3724.0,610.0,1308.0,26921.0
1159,CA,91.204,38.0,297.0,1808.0,296.0,687.0,45156.0
1160,CA,73.802,31.0,162.0,1034.0,161.0,452.0,24821.0
1161,CA,86.403,25.0,189.0,1029.0,188.0,471.0,29688.0
1162,CA,62.104,37.0,758.0,3587.0,768.0,1889.0,25019.999999999996
1163,CA,72.204,33.0,612.0,3085.0,576.0,1690.0,23340.0
1164,CA,57.602,nan,357.0,1552.0,312.0,687.0,20357.0
1165,CA,58.302,49.0,200.0,827.0,163.0,398.0,8024.0
1166,CA,51.703,50.0,288.0,1052.0,263.0,487.0,11607.0
1167,CA,57.902,nan,246.0,1067.0,194.0,604.0,13654.0
1168,CA,53.104,46.0,386.0,1886.0,350.0,875.0,16352.0
1169,CA,56.101,32.0,472.0,2026.0,440.0,1073.0,15713.999999999998
1170,CA,58.0,27.0,491.0,2413.0,480.0,1388.0,19956.0
1171,CA,56.704,28.0,373.0,1868.0,386.0,1091.0,16389.0
1172,CA,57.602,29.0,387.0,1949.0,340.0,929.0,21658.0
1173,CA,63.302,22.0,417.0,2107.0,386.0,975.0,16346.0
1174,CA,59.802,24.0,326.0,1610.0,327.0,913.0,18661.0
1175,CA,65.202,27.0,328.0,1388.0,290.0,640.0,14833.0
1176,CA,42.504,15.0,55.0,203.0,44.0,148.0,8252.0
1177,CA,45.103,30.0,831.0,3215.0,741.0,2044.0,10585.0
1178,CA,39.404,38.0,310.0,1438.0,275.0,781.0,13289.0
1179,CA,50.304,20.0,333.0,1539.0,274.0,619.0,15313.000000000002
1180,CA,53.803,32.0,600.0,2900.0,618.0,1810.0,18047.0
1181,CA,53.903,14.0,317.0,1725.0,303.0,939.0,24952.0
1182,CA,41.8,45.0,109.0,461.0,91.0,285.0,22045.0
1183,CA,88.903,20.0,472.0,2507.0,433.0,1175.0,29965.0
1184,CA,82.604,34.0,242.0,1463.0,232.0,570.0,32833.0
1185,CA,63.603,34.0,241.0,1220.0,233.0,677.0,26563.0
1186,CA,59.4,23.0,494.0,2632.0,471.0,1368.0,20455.0
1187,CA,60.6,20.0,525.0,2281.0,479.0,1186.0,13611.0
1188,CA,57.104,26.0,256.0,1342.0,242.0,665.0,26071.0
1189,CA,49.002,31.0,285.0,1434.0,290.0,813.0,17727.0
1190,CA,80.4,16.0,391.0,2122.0,376.0,1083.0,23565.999999999996
1191,CA,96.202,21.0,736.0,3661.0,668.0,1971.0,24250.0
1192,CA,60.0,53.0,35.0,191.0,39.0,124.0,30208.0
1193,CA,61.3,28.0,150.0,724.0,139.0,359.0,25313.0
1194,CA,73.803,25.0,483.0,2519.0,465.0,1287.0,21776.0
1195,CA,86.304,27.0,505.0,2601.0,505.0,1241.0,19943.0
1196,CA,86.4,25.0,253.0,1003.0,231.0,1100.0,17552.0
1197,CA,84.602,26.0,227.0,1221.0,191.0,540.0,26607.0
1198,CA,73.503,43.0,157.0,815.0,146.0,375.0,27891.0
1199,CA,56.201,29.0,472.0,2221.0,432.0,1173.0,23224.0
1200,CA,57.003,36.0,374.0,1856.0,365.0,914.0,17885.0
1201,CA,63.902,46.0,243.0,1214.0,243.0,526.0,19100.0
1202,CA,56.002,37.0,497.0,2331.0,471.0,1507.0,20474.0
1203,CA,63.003,nan,188.0,842.0,167.0,637.0,18355.0
1204,CA,85.504,28.0,438.0,2599.0,413.0,1103.0,23243.0
1205,CA,81.302,34.0,192.0,1020.0,186.0,502.0,25259.0
1206,CA,57.602,21.0,288.0,1436.0,276.0,862.0,22813.0
1207,CA,59.4,22.0,345.0,1817.0,324.0,941.0,21728.0
1208,CA,81.9,33.0,331.0,1688.0,334.0,865.0,24943.0
1209,CA,82.104,43.0,183.0,1106.0,167.0,408.0,33929.0
1210,CA,116.0,19.0,783.0,4223.0,699.0,1517.0,23816.0
1211,CA,116.101,14.0,326.0,1567.0,292.0,788.0,25000.0
1212,CA,94.901,34.0,559.0,2749.0,494.0,1150.0,23654.0
1213,CA,92.203,30.0,228.0,1202.0,200.0,466.0,29063.0
1214,CA,79.904,41.0,152.0,736.0,141.0,339.0,22875.0
1217,CA,90.403,19.0,237.0,1007.0,193.0,540.0,29821.0
1218,CA,93.2,17.0,645.0,3120.0,529.0,1322.0,20472.0
1222,CA,104.002,24.0,682.0,3095.0,547.0,1344.0,21382.0
1223,CA,101.6,35.0,544.0,2687.0,493.0,1062.0,25473.0
1224,CA,92.601,21.0,614.0,2970.0,567.0,1391.0,20417.0
1226,CA,112.5,13.0,163.0,766.0,125.0,313.0,24583.0
1227,CA,86.604,22.0,309.0,1328.0,238.0,565.0,26667.0
1228,CA,77.402,22.0,295.0,1439.0,270.0,668.0,25667.0
1229,CA,91.9,20.0,667.0,2914.0,411.0,1000.0,27344.0
1230,CA,100.903,21.0,339.0,1466.0,230.0,533.0,30240.0
1231,CA,94.7,19.0,316.0,1415.0,233.0,592.0,16250.0
1232,CA,84.802,17.0,360.0,1505.0,251.0,665.0,22604.000000000004
1236,CA,111.501,20.0,1058.0,5499.0,409.0,997.0,29821.0
1238,CA,113.7,16.0,857.0,4495.0,463.0,1150.0,25352.0
1239,CA,103.802,11.0,696.0,3488.0,126.0,299.0,33542.0
1240,CA,108.302,13.0,664.0,3299.0,98.0,267.0,30750.0
1241,CA,77.503,14.0,373.0,1570.0,35.0,82.0,31250.0
1242,CA,65.803,52.0,218.0,1098.0,202.0,661.0,27841.0
1243,CA,67.501,42.0,327.0,1548.0,287.0,819.0,29489.0
1244,CA,59.204,25.0,777.0,3834.0,748.0,2439.0,22754.0
1245,CA,72.002,20.0,1205.0,6440.0,1144.0,3267.0,27136.999999999996
1246,CA,92.8,29.0,296.0,1447.0,283.0,671.0,32625.0
1247,CA,112.504,nan,39.0,224.0,45.0,124.0,30170.0
1248,CA,75.002,11.0,63.0,266.0,53.0,154.0,22500.0
1249,CA,108.0,37.0,176.0,1065.0,149.0,437.0,31250.0
1250,CA,65.503,31.0,899.0,4169.0,812.0,2588.0,23310.0
1251,CA,61.503,46.0,233.0,1067.0,176.0,498.0,28750.0
1252,CA,62.7,39.0,554.0,2795.0,478.0,1397.0,25625.0
1253,CA,68.8,nan,386.0,1633.0,216.0,554.0,17463.0
1254,CA,69.103,52.0,372.0,1593.0,307.0,783.0,22679.0
1255,CA,75.802,53.0,396.0,1993.0,397.0,989.0,25556.0
1256,CA,75.003,43.0,254.0,1218.0,252.0,664.0,24559.000000000004
1257,CA,112.503,40.0,130.0,702.0,89.0,272.0,21845.0
1268,CA,119.4,44.0,225.0,1018.0,238.0,704.0,16554.0
1281,CA,109.402,49.0,496.0,2274.0,451.0,1089.0,22532.0
1282,CA,105.1,nan,432.0,1945.0,394.0,1076.0,22361.0
1284,CA,93.803,48.0,46.0,178.0,44.0,105.0,22361.0
1285,CA,99.104,43.0,255.0,1018.0,269.0,799.0,21719.0
1286,CA,96.403,53.0,284.0,1121.0,241.0,626.0,15988.0
1288,CA,87.502,50.0,23.0,67.0,22.0,39.0,5360.0
1292,CA,110.201,48.0,585.0,3187.0,551.0,1399.0,27234.0
1299,CA,93.502,50.0,257.0,1269.0,248.0,589.0,26364.0
1300,CA,113.401,31.0,455.0,2074.0,421.0,988.0,28466.0
1301,CA,97.302,38.0,580.0,2727.0,541.0,1404.0,29049.999999999996
1304,CA,100.003,27.0,588.0,2270.0,545.0,1240.0,20411.0
1305,CA,103.601,18.0,1646.0,6368.0,1462.0,3840.0,25495.0
1310,CA,75.802,9.0,741.0,2574.0,686.0,1387.0,17161.0
1314,CA,108.5,37.0,238.0,1141.0,214.0,563.0,25893.0
1321,CA,90.2,nan,334.0,1493.0,259.0,838.0,12024.0
1322,CA,67.503,52.0,63.0,246.0,58.0,189.0,13958.0
1323,CA,99.404,56.0,440.0,2266.0,476.0,1407.0,27083.0
1324,CA,101.4,55.0,250.0,1226.0,231.0,725.0,20000.0
1325,CA,87.7,53.0,691.0,2985.0,609.0,1831.0,20034.0
1326,CA,87.0,nan,466.0,2114.0,385.0,1253.0,25737.0
1327,CA,94.601,36.0,553.0,2711.0,548.0,1829.0,33371.0
1329,CA,117.802,31.0,747.0,3648.0,680.0,2232.0,31389.0
1340,CA,103.9,30.0,755.0,3643.0,641.0,2365.0,30042.0
1344,CA,99.201,32.0,189.0,1003.0,214.0,664.0,40972.0
1345,CA,110.6,37.0,770.0,3782.0,724.0,2359.0,35129.0
1352,CA,87.102,29.0,480.0,1654.0,423.0,1142.0,14871.0
1353,CA,95.302,nan,542.0,2692.0,508.0,1413.0,30160.0
1354,CA,100.7,12.0,837.0,3362.0,812.0,2042.0,21013.0
1355,CA,113.904,31.0,1172.0,5766.0,1134.0,3268.0,27907.0
1356,CA,100.2,16.0,467.0,2180.0,435.0,1410.0,35436.0
1359,CA,83.5,41.0,556.0,2508.0,501.0,1598.0,25833.0
1361,CA,98.503,nan,520.0,2814.0,507.0,1641.0,33661.0
1372,CA,116.101,43.0,306.0,1317.0,231.0,576.0,31711.0
1378,CA,113.701,41.0,341.0,1742.0,347.0,1130.0,38824.0
1417,CA,91.101,19.0,737.0,3080.0,712.0,1450.0,32484.0
