id,state,medianHouseValue,housingMedianAge,totalBedrooms,totalRooms,households,population,medianIncome
423,CA,368.604,45.0,460.0,2867.0,451.0,1033.0,67138.0
424,CA,391.803,53.0,418.0,2553.0,404.0,898.0,62425.0
425,CA,415.303,53.0,410.0,2257.0,378.0,825.0,57979.0
426,CA,284.903,56.0,649.0,3361.0,624.0,1232.0,42813.0
427,CA,287.504,53.0,395.0,1694.0,371.0,671.0,35417.0
428,CA,272.901,48.0,592.0,2254.0,552.0,989.0,30132.0
451,CA,271.4,55.0,931.0,2805.0,879.0,1375.0,21907.0
452,CA,268.8,32.0,440.0,1468.0,428.0,862.0,17778.0
453,CA,277.804,38.0,684.0,2622.0,619.0,1153.0,25200.0
454,CA,332.504,55.0,256.0,1149.0,253.0,485.0,42788.00000000001
455,CA,338.903,53.0,604.0,2365.0,574.0,1559.0,29440.0
456,CA,287.502,52.0,837.0,2608.0,772.0,1800.0,17250.0
457,CA,384.602,43.0,141.0,688.0,127.0,267.0,52289.0
458,CA,371.401,44.0,468.0,1756.0,425.0,2187.0,25562.0
459,CA,350.0,54.0,463.0,1205.0,477.0,2020.0,9490.0
460,CA,500.003,nan,240.0,613.0,253.0,1352.0,11696.0
488,CA,289.504,52.0,747.0,3776.0,682.0,1465.0,29405.0
490,CA,489.601,51.0,518.0,2157.0,459.0,1658.0,30417.0
491,CA,446.204,52.0,194.0,1390.0,203.0,515.0,70897.0
492,CA,456.303,52.0,321.0,1710.0,299.0,721.0,50462.99999999999
493,CA,336.803,55.0,444.0,1587.0,452.0,879.0,17652.0
494,CA,500.003,52.0,226.0,1672.0,214.0,518.0,78521.0
495,CA,500.002,54.0,476.0,3730.0,497.0,1367.0,93958.99999999999
496,CA,376.902,52.0,663.0,4051.0,592.0,1319.0,53794.00000000001
497,CA,309.602,56.0,769.0,3622.0,757.0,1509.0,32618.999999999996
510,CA,500.004,53.0,381.0,2992.0,363.0,948.0,78772.0
511,CA,500.003,nan,312.0,2496.0,319.0,809.0,118603.0
512,CA,500.005,43.0,339.0,2995.0,336.0,1021.0,134990.0
513,CA,500.005,54.0,369.0,3243.0,355.0,1001.0,122138.00000000001
514,CA,466.1,56.0,385.0,3053.0,372.0,1005.0,81872.0
515,CA,500.005,55.0,400.0,3498.0,383.0,1192.0,123804.0
516,CA,457.804,53.0,250.0,1761.0,229.0,587.0,58948.0
517,CA,471.602,53.0,313.0,2453.0,318.0,917.0,81194.0
518,CA,500.001,56.0,206.0,1615.0,182.0,558.0,87477.0
519,CA,398.603,54.0,517.0,3668.0,524.0,1472.0,61550.0
520,CA,340.704,53.0,405.0,2477.0,400.0,1108.0,58830.0
521,CA,289.9,54.0,519.0,3038.0,518.0,1243.0,52128.0
522,CA,335.302,56.0,327.0,2272.0,325.0,805.0,47188.0
523,CA,333.004,nan,179.0,1318.0,166.0,379.0,52915.0
536,CA,292.704,13.0,539.0,2024.0,490.0,962.0,52601.00000000001
537,CA,275.0,30.0,872.0,4147.0,856.0,3668.0,25444.0
543,CA,265.4,18.0,767.0,2877.0,667.0,1245.0,51702.0
545,CA,282.101,55.0,353.0,1673.0,300.0,794.0,29732.0
546,CA,372.003,55.0,392.0,2255.0,438.0,1035.0,55336.99999999999
551,CA,351.8,nan,317.0,1567.0,297.0,639.0,47778.0
552,CA,275.001,nan,374.0,1707.0,341.0,665.0,42260.0
553,CA,405.404,54.0,168.0,1213.0,174.0,415.0,33571.0
558,CA,273.802,55.0,546.0,3012.0,535.0,1307.0,51039.0
562,CA,306.3,55.0,250.0,1709.0,257.0,659.0,57500.0
565,CA,286.603,29.0,755.0,4055.0,797.0,1499.0,48711.0
566,CA,266.701,56.0,584.0,2650.0,523.0,1132.0,30718.0
571,CA,350.703,7.0,2889.0,18635.0,2720.0,7427.0,76110.0
574,CA,353.904,31.0,1556.0,6909.0,1486.0,2974.0,36875.0
575,CA,291.7,27.0,1272.0,5682.0,1153.0,2694.0,47695.0
577,CA,341.603,15.0,2046.0,14319.0,2008.0,5781.0,72634.0
578,CA,412.504,8.0,468.0,3598.0,515.0,1738.0,70568.0
582,CA,295.202,26.0,477.0,3207.0,487.0,1411.0,54833.99999999999
583,CA,340.4,32.0,532.0,3866.0,522.0,1372.0,61870.0
584,CA,274.703,35.0,368.0,2478.0,367.0,1049.0,56194.0
586,CA,266.401,36.0,391.0,2665.0,371.0,1089.0,51498.0
587,CA,330.204,32.0,369.0,2599.0,350.0,924.0,58381.99999999999
618,CA,275.003,54.0,132.0,1028.0,147.0,321.0,49135.0
645,CA,341.802,33.0,271.0,1998.0,272.0,687.0,69096.0
646,CA,367.301,26.0,396.0,2863.0,400.0,1031.0,79120.0
649,CA,371.201,29.0,154.0,1136.0,173.0,341.0,65095.0
664,CA,271.302,nan,771.0,2384.0,645.0,1217.0,33950.0
701,CA,340.003,22.0,28.0,203.0,33.0,84.0,65000.0
702,CA,431.002,34.0,196.0,1284.0,171.0,485.0,60574.0
703,CA,301.103,9.0,591.0,2449.0,573.0,1192.0,38958.0
706,CA,299.204,12.0,360.0,2031.0,355.0,871.0,53169.00000000001
707,CA,315.501,10.0,1328.0,8303.0,1289.0,3830.0,62579.0
711,CA,275.0,27.0,371.0,1168.0,140.0,255.0,24196.0
756,CA,332.601,21.0,422.0,3000.0,419.0,1157.0,68233.0
757,CA,350.003,27.0,350.0,2422.0,386.0,1070.0,63501.0
784,CA,331.603,19.0,810.0,4337.0,738.0,2043.0,34861.0
804,CA,350.004,21.0,450.0,1655.0,431.0,858.0,35541.0
861,CA,283.504,19.0,598.0,3579.0,560.0,1778.0,57192.0
863,CA,282.503,31.0,478.0,2882.0,488.0,1279.0,62073.0
864,CA,295.601,8.0,721.0,4407.0,690.0,2075.0,58151.0
865,CA,281.803,18.0,2995.0,16202.0,2847.0,8121.0,58322.0
866,CA,269.804,17.0,2708.0,14917.0,2609.0,8013.0,56277.0
868,CA,318.3,12.0,1409.0,8647.0,1382.0,5021.0,65615.0
870,CA,278.204,7.0,1819.0,10652.0,1801.0,6078.0,61047.0
871,CA,300.002,5.0,311.0,1153.0,248.0,650.0,35714.0
872,CA,273.502,7.0,2862.0,14016.0,2756.0,7207.0,60824.0
881,CA,269.702,20.0,1008.0,5507.0,972.0,2642.0,50000.0
889,CA,442.9,16.0,748.0,5678.0,716.0,2412.0,83996.0
890,CA,333.403,23.0,1543.0,10687.0,1522.0,4555.0,66478.0
891,CA,352.404,29.0,192.0,1356.0,221.0,598.0,66290.0
892,CA,305.304,nan,527.0,3715.0,539.0,1631.0,62179.0
895,CA,356.003,35.0,385.0,2538.0,413.0,1067.0,67599.0
908,CA,268.603,32.0,416.0,2414.0,456.0,1108.0,48403.0
909,CA,275.101,31.0,747.0,4135.0,750.0,2026.0,51616.0
911,CA,332.4,27.0,1253.0,6105.0,1137.0,3029.0,41590.99999999999
912,CA,287.602,32.0,406.0,2573.0,399.0,1132.0,50000.0
913,CA,298.904,27.0,375.0,1912.0,358.0,854.0,58324.99999999999
914,CA,287.601,31.0,305.0,1892.0,316.0,890.0,57057.0
923,CA,451.103,8.0,3866.0,28261.0,3701.0,12206.0,84045.0
924,CA,500.003,11.0,577.0,4912.0,594.0,1981.0,97194.0
928,CA,337.301,13.0,746.0,5379.0,762.0,2763.0,68680.0
929,CA,284.801,26.0,1376.0,9167.0,1404.0,4321.0,69920.0
931,CA,291.703,25.0,532.0,3172.0,518.0,1448.0,44357.0
947,CA,299.402,6.0,1576.0,7479.0,1506.0,2937.0,51437.0
953,CA,271.102,15.0,1030.0,6477.0,974.0,2487.0,50143.00000000001
954,CA,336.501,7.0,1054.0,8076.0,1065.0,3387.0,72494.0
955,CA,315.604,47.0,213.0,1280.0,210.0,512.0,51406.0
956,CA,500.005,26.0,426.0,3170.0,404.0,1082.0,83337.0
957,CA,285.404,16.0,559.0,3745.0,563.0,1591.0,73160.0
958,CA,323.003,18.0,1140.0,7398.0,1118.0,3130.0,64993.99999999999
959,CA,291.904,24.0,225.0,1659.0,219.0,707.0,72211.0
965,CA,339.7,12.0,1209.0,7491.0,1139.0,3332.0,63373.0
966,CA,337.202,24.0,270.0,2238.0,290.0,856.0,73330.0
967,CA,334.101,23.0,242.0,1898.0,246.0,738.0,62918.0
968,CA,311.5,16.0,626.0,4071.0,579.0,1544.0,65214.0
969,CA,296.903,27.0,303.0,2248.0,326.0,938.0,64524.0
971,CA,300.404,19.0,292.0,2037.0,297.0,854.0,65285.0
972,CA,332.402,19.0,275.0,2130.0,287.0,879.0,72639.0
973,CA,389.8,9.0,1296.0,9541.0,1233.0,3926.0,74353.0
978,CA,475.804,20.0,185.0,1313.0,175.0,514.0,109506.0
979,CA,393.204,13.0,834.0,5522.0,825.0,2448.0,70691.0
982,CA,282.504,8.0,745.0,4721.0,746.0,1896.0,68132.0
983,CA,300.601,14.0,703.0,4236.0,664.0,1834.0,56399.0
984,CA,293.203,26.0,665.0,3634.0,640.0,1703.0,41597.0
985,CA,278.504,30.0,244.0,1569.0,218.0,583.0,57519.0
986,CA,352.904,14.0,2074.0,13183.0,1950.0,4849.0,56417.0
987,CA,400.003,44.0,44.0,230.0,42.0,84.0,103203.0
988,CA,375.0,47.0,23.0,130.0,24.0,55.0,43472.0
989,CA,313.701,15.0,1346.0,9623.0,1391.0,4392.0,66827.0
991,CA,327.501,16.0,558.0,4291.0,580.0,1952.0,73588.0
992,CA,430.604,28.0,310.0,1787.0,279.0,772.0,57239.00000000001
994,CA,450.001,18.0,353.0,1671.0,255.0,729.0,61022.99999999999
997,CA,418.803,27.0,81.0,494.0,85.0,256.0,91531.0
1017,CA,350.003,6.0,520.0,3026.0,468.0,1227.0,63705.0
1278,CA,340.9,9.0,2256.0,14685.0,1726.0,4277.0,69051.0
1386,CA,287.703,12.0,517.0,2865.0,508.0,1302.0,43875.0
1388,CA,294.101,5.0,783.0,5303.0,728.0,2020.0,69961.0
1389,CA,297.301,13.0,681.0,4373.0,662.0,1794.0,61350.0
1392,CA,269.601,20.0,656.0,4327.0,650.0,1755.0,56931.0
1400,CA,266.003,22.0,1535.0,9136.0,1504.0,3748.0,60859.0
1414,CA,265.702,43.0,235.0,1454.0,261.0,687.0,44750.0
1416,CA,273.2,33.0,1023.0,6898.0,1025.0,2638.0,61922.0
1470,CA,267.4,15.0,856.0,6290.0,824.0,2728.0,67371.0
1471,CA,265.902,nan,409.0,2984.0,400.0,1319.0,67821.0
1486,CA,298.201,8.0,542.0,3870.0,516.0,1556.0,60900.99999999999
1487,CA,305.103,26.0,368.0,2616.0,367.0,939.0,66727.0
1494,CA,322.302,25.0,501.0,3745.0,502.0,1340.0,67061.0
1495,CA,267.1,21.0,616.0,3196.0,594.0,1320.0,41250.0
1496,CA,268.002,26.0,227.0,1623.0,221.0,708.0,60704.0
1497,CA,273.602,21.0,298.0,2081.0,295.0,938.0,63808.99999999999
1498,CA,339.201,10.0,259.0,2218.0,241.0,848.0,68145.0
1499,CA,330.202,29.0,337.0,2655.0,335.0,1066.0,75898.0
1505,CA,279.3,21.0,777.0,5543.0,739.0,2214.0,55777.0
1506,CA,344.801,nan,628.0,4714.0,618.0,1773.0,60918.0
1507,CA,266.504,7.0,1154.0,4276.0,882.0,1504.0,40473.0
1510,CA,351.202,28.0,644.0,5077.0,636.0,1875.0,74713.0
1511,CA,358.802,nan,412.0,3320.0,396.0,1128.0,65847.0
1512,CA,367.701,24.0,1273.0,10093.0,1220.0,3648.0,76877.0
1513,CA,275.3,30.0,873.0,5438.0,894.0,2313.0,50362.0
1521,CA,264.901,29.0,266.0,1734.0,275.0,797.0,61950.0
1523,CA,292.5,33.0,278.0,1554.0,256.0,641.0,36833.0
1524,CA,306.8,36.0,170.0,1075.0,173.0,486.0,50499.0
1525,CA,306.9,21.0,1459.0,9576.0,1380.0,3486.0,70895.0
1526,CA,266.8,29.0,747.0,3412.0,670.0,1430.0,43864.0
1527,CA,283.903,41.0,505.0,3019.0,490.0,1223.0,62924.0
1528,CA,288.0,32.0,773.0,4137.0,744.0,1691.0,51097.0
1529,CA,268.803,41.0,346.0,2140.0,342.0,811.0,55636.0
1531,CA,340.901,34.0,705.0,4784.0,718.0,1880.0,65378.0
1532,CA,397.5,30.0,332.0,2296.0,322.0,850.0,67192.0
1533,CA,271.004,26.0,1022.0,4126.0,877.0,1700.0,29526.0
1534,CA,335.702,35.0,484.0,2678.0,477.0,988.0,46528.0
1535,CA,310.604,41.0,273.0,1678.0,286.0,691.0,42625.0
1536,CA,349.103,33.0,324.0,2426.0,349.0,998.0,75349.0
1537,CA,321.204,34.0,864.0,4498.0,855.0,1820.0,48088.0
1538,CA,275.802,22.0,1048.0,5467.0,965.0,2313.0,56986.0
1539,CA,356.204,30.0,858.0,6352.0,780.0,2451.0,75000.0
1540,CA,312.7,36.0,551.0,3251.0,560.0,1230.0,46424.0
1541,CA,390.603,32.0,479.0,3029.0,453.0,1035.0,61120.0
1542,CA,469.404,31.0,780.0,6043.0,763.0,2185.0,95862.0
1545,CA,275.002,23.0,349.0,2568.0,352.0,1047.0,62048.0
1546,CA,350.001,nan,232.0,833.0,224.0,406.0,33750.0
1548,CA,266.0,21.0,838.0,5723.0,813.0,2653.0,62631.0
1549,CA,269.801,17.0,373.0,2563.0,379.0,1241.0,62781.0
1551,CA,343.501,19.0,423.0,3329.0,402.0,1276.0,68806.0
1552,CA,296.102,20.0,738.0,5122.0,763.0,2467.0,66204.0
1553,CA,312.502,21.0,824.0,5691.0,774.0,2115.0,66131.0
1554,CA,345.803,18.0,425.0,3358.0,428.0,1459.0,76473.0
1555,CA,343.704,19.0,330.0,2501.0,345.0,1028.0,81550.0
1556,CA,359.101,19.0,387.0,2905.0,376.0,1128.0,55921.0
1557,CA,403.402,15.0,778.0,6490.0,767.0,2408.0,83188.0
1558,CA,356.002,21.0,418.0,3279.0,384.0,1226.0,79168.0
1559,CA,369.204,9.0,1658.0,11339.0,1555.0,4090.0,78287.0
1560,CA,341.302,16.0,486.0,3877.0,501.0,1454.0,67857.0
1561,CA,356.704,8.0,2828.0,14656.0,2580.0,5613.0,63942.0
1562,CA,425.101,10.0,465.0,3865.0,436.0,1551.0,97037.0
1563,CA,356.102,4.0,1442.0,6879.0,1309.0,2889.0,46932.0
1564,CA,461.4,5.0,271.0,2258.0,258.0,880.0,103345.0
1565,CA,432.4,11.0,53.0,452.0,43.0,144.0,125915.0
1566,CA,434.704,2.0,35.0,231.0,52.0,115.0,31591.0
1567,CA,350.001,2.0,24.0,202.0,11.0,26.0,171866.0
1568,CA,381.903,9.0,581.0,3746.0,569.0,1637.0,67027.0
1569,CA,324.604,13.0,1008.0,7241.0,951.0,3223.0,72216.0
1570,CA,399.304,11.0,393.0,2869.0,420.0,1377.0,79393.0
1571,CA,443.804,34.0,269.0,1879.0,266.0,733.0,77072.0
1572,CA,386.603,33.0,550.0,3921.0,544.0,1330.0,65617.0
1575,CA,500.002,25.0,741.0,5949.0,713.0,1997.0,98707.99999999999
1576,CA,294.801,14.0,1366.0,8216.0,1288.0,3284.0,51755.00000000001
1578,CA,359.301,11.0,908.0,6200.0,900.0,2287.0,76518.0
1579,CA,358.704,23.0,447.0,3523.0,467.0,1400.0,82673.0
1580,CA,287.303,17.0,442.0,3031.0,421.0,1087.0,73732.0
1581,CA,441.4,15.0,371.0,3059.0,378.0,1209.0,84352.0
1582,CA,494.001,29.0,393.0,3007.0,376.0,1148.0,72655.0
1583,CA,500.004,20.0,1076.0,8954.0,994.0,3014.0,107372.0
1584,CA,500.001,8.0,130.0,1029.0,122.0,418.0,134883.0
1585,CA,398.204,32.0,978.0,7481.0,947.0,2744.0,75139.0
1586,CA,500.005,19.0,948.0,7681.0,911.0,2778.0,95271.00000000001
1587,CA,500.003,13.0,382.0,3209.0,393.0,1202.0,122478.0
1588,CA,372.002,nan,384.0,2941.0,398.0,1180.0,80839.0
1589,CA,351.3,20.0,1252.0,9117.0,1167.0,3280.0,80030.0
1590,CA,450.402,5.0,901.0,7178.0,911.0,2824.0,90776.0
1591,CA,382.204,22.0,1424.0,10212.0,1377.0,4083.0,80390.0
1592,CA,500.005,24.0,627.0,4949.0,591.0,1850.0,104549.0
1593,CA,294.402,42.0,146.0,828.0,136.0,369.0,65095.0
1594,CA,500.005,34.0,747.0,5739.0,736.0,2099.0,103224.0
1595,CA,455.301,38.0,755.0,5683.0,725.0,1966.0,83678.00000000001
1596,CA,406.5,37.0,142.0,884.0,135.0,352.0,68686.0
1597,CA,310.304,23.0,653.0,3286.0,605.0,1401.0,52079.00000000001
1598,CA,279.5,34.0,518.0,2372.0,492.0,1068.0,43235.0
1599,CA,348.203,37.0,614.0,4006.0,607.0,1606.0,64666.0
1600,CA,433.302,38.0,366.0,2785.0,364.0,1003.0,80448.0
1602,CA,350.001,27.0,218.0,744.0,170.0,299.0,27411.0
1603,CA,426.104,18.0,223.0,1820.0,229.0,731.0,103713.0
1604,CA,394.401,35.0,1100.0,6988.0,1126.0,2869.0,62275.0
1605,CA,387.202,11.0,318.0,1080.0,267.0,594.0,35536.0
1614,CA,367.1,37.0,530.0,3705.0,518.0,1514.0,72315.0
1615,CA,402.6,30.0,764.0,5484.0,774.0,2216.0,76202.0
1616,CA,314.202,36.0,503.0,3400.0,460.0,1353.0,65814.0
1617,CA,454.1,22.0,690.0,5255.0,658.0,1874.0,80074.0
1618,CA,500.003,18.0,160.0,1324.0,145.0,1726.0,117064.0
1619,CA,416.502,27.0,516.0,4050.0,498.0,1490.0,76717.0
1620,CA,364.501,nan,317.0,2271.0,315.0,921.0,66657.0
1621,CA,369.903,21.0,741.0,5131.0,713.0,1891.0,72030.0
1622,CA,500.005,5.0,239.0,2047.0,255.0,833.0,113421.0
1623,CA,314.004,nan,1184.0,6202.0,1141.0,2416.0,45744.0
1624,CA,389.9,30.0,1279.0,9151.0,1270.0,3372.0,73267.0
1625,CA,355.6,27.0,343.0,2134.0,373.0,877.0,56349.0
1626,CA,370.2,19.0,705.0,4597.0,654.0,1480.0,75200.0
1627,CA,404.304,37.0,494.0,3362.0,487.0,1300.0,81586.0
1628,CA,354.203,40.0,119.0,542.0,122.0,233.0,49000.0
1629,CA,399.7,37.0,640.0,4449.0,621.0,1688.0,89571.0
1630,CA,434.501,34.0,242.0,1781.0,262.0,723.0,87589.0
1631,CA,401.804,36.0,509.0,3634.0,509.0,1393.0,76917.0
1632,CA,423.203,36.0,504.0,3630.0,484.0,1352.0,76107.0
1633,CA,438.0,40.0,179.0,1265.0,186.0,472.0,69170.0
1634,CA,475.003,21.0,15.0,97.0,18.0,31.0,24444.0
1635,CA,367.502,40.0,560.0,3884.0,517.0,1319.0,73195.0
1636,CA,378.1,nan,164.0,1068.0,159.0,402.0,77736.0
1637,CA,500.004,34.0,877.0,7203.0,845.0,2430.0,109405.0
1638,CA,500.002,36.0,287.0,2109.0,283.0,741.0,103416.0
1639,CA,500.001,36.0,614.0,4762.0,575.0,1512.0,90064.0
1640,CA,499.0,22.0,737.0,4847.0,735.0,1634.0,81489.0
1645,CA,500.003,13.0,374.0,2840.0,337.0,960.0,105815.0
1646,CA,500.005,7.0,1355.0,11445.0,1257.0,3901.0,132949.0
1647,CA,500.003,9.0,420.0,3478.0,396.0,1220.0,131499.0
1648,CA,485.4,14.0,661.0,4712.0,622.0,2093.0,83209.0
1652,CA,285.403,21.0,414.0,3154.0,433.0,1319.0,68642.0
1653,CA,307.0,7.0,466.0,3245.0,496.0,1554.0,66134.0
1654,CA,353.601,22.0,337.0,2808.0,339.0,1040.0,83956.0
1655,CA,365.803,20.0,347.0,2641.0,338.0,1055.0,81163.00000000001
1656,CA,427.703,18.0,227.0,1782.0,227.0,764.0,90243.0
1657,CA,366.702,nan,296.0,2088.0,264.0,854.0,73445.0
1659,CA,288.0,18.0,355.0,2541.0,350.0,987.0,71978.0
1660,CA,329.404,15.0,202.0,1613.0,217.0,706.0,87059.0
1661,CA,291.703,28.0,174.0,1302.0,182.0,533.0,62295.99999999999
1662,CA,320.401,18.0,431.0,3421.0,431.0,1344.0,75695.0
1663,CA,286.904,20.0,394.0,2876.0,379.0,1093.0,62990.00000000001
1664,CA,312.604,20.0,263.0,2169.0,245.0,877.0,66049.0
1669,CA,310.704,13.0,963.0,6308.0,912.0,2585.0,67741.0
1691,CA,269.404,11.0,566.0,3753.0,555.0,1949.0,57862.0
1698,CA,272.903,6.0,912.0,6268.0,872.0,3329.0,62073.0
1701,CA,272.403,11.0,2276.0,15263.0,2339.0,7267.0,60666.0
1793,CA,269.803,22.0,714.0,3511.0,680.0,1226.0,50523.99999999999
1794,CA,274.5,51.0,780.0,3456.0,729.0,1356.0,40160.0
1795,CA,275.002,56.0,33.0,158.0,41.0,89.0,32875.0
1817,CA,286.503,nan,372.0,2506.0,345.0,876.0,53433.0
1820,CA,267.702,48.0,285.0,1915.0,276.0,699.0,62712.0
1821,CA,321.603,33.0,606.0,3946.0,615.0,1526.0,60677.0
1822,CA,288.201,nan,91.0,583.0,87.0,237.0,59429.99999999999
1823,CA,401.004,35.0,238.0,1740.0,233.0,604.0,65160.0
1824,CA,304.0,35.0,360.0,2256.0,309.0,719.0,45000.0
1840,CA,311.402,37.0,237.0,1453.0,234.0,572.0,60000.0
1843,CA,273.704,42.0,332.0,2089.0,340.0,800.0,55357.0
1845,CA,358.504,42.0,352.0,2503.0,333.0,806.0,65576.0
1846,CA,333.702,53.0,518.0,3192.0,511.0,1148.0,63538.0
1847,CA,287.501,55.0,252.0,1370.0,251.0,491.0,41212.0
